Model,Avg,ar-acc,ar-acc_stderr,ar-acc_norm,ar-acc_norm_stderr,bn-acc,bn-acc_stderr,bn-acc_norm,bn-acc_norm_stderr,ca-acc,ca-acc_stderr,ca-acc_norm,ca-acc_norm_stderr,da-acc,da-acc_stderr,da-acc_norm,da-acc_norm_stderr,de-acc,de-acc_stderr,de-acc_norm,de-acc_norm_stderr,es-acc,es-acc_stderr,es-acc_norm,es-acc_norm_stderr,eu-acc,eu-acc_stderr,eu-acc_norm,eu-acc_norm_stderr,fr-acc,fr-acc_stderr,fr-acc_norm,fr-acc_norm_stderr,gu-acc,gu-acc_stderr,gu-acc_norm,gu-acc_norm_stderr,hi-acc,hi-acc_stderr,hi-acc_norm,hi-acc_norm_stderr,hr-acc,hr-acc_stderr,hr-acc_norm,hr-acc_norm_stderr,hu-acc,hu-acc_stderr,hu-acc_norm,hu-acc_norm_stderr,hy-acc,hy-acc_stderr,hy-acc_norm,hy-acc_norm_stderr,id-acc,id-acc_stderr,id-acc_norm,id-acc_norm_stderr,it-acc,it-acc_stderr,it-acc_norm,it-acc_norm_stderr,kn-acc,kn-acc_stderr,kn-acc_norm,kn-acc_norm_stderr,ml-acc,ml-acc_stderr,ml-acc_norm,ml-acc_norm_stderr,mr-acc,mr-acc_stderr,mr-acc_norm,mr-acc_norm_stderr,ne-acc,ne-acc_stderr,ne-acc_norm,ne-acc_norm_stderr,nl-acc,nl-acc_stderr,nl-acc_norm,nl-acc_norm_stderr,pt-acc,pt-acc_stderr,pt-acc_norm,pt-acc_norm_stderr,ro-acc,ro-acc_stderr,ro-acc_norm,ro-acc_norm_stderr,ru-acc,ru-acc_stderr,ru-acc_norm,ru-acc_norm_stderr,sk-acc,sk-acc_stderr,sk-acc_norm,sk-acc_norm_stderr,sr-acc,sr-acc_stderr,sr-acc_norm,sr-acc_norm_stderr,sv-acc,sv-acc_stderr,sv-acc_norm,sv-acc_norm_stderr,ta-acc,ta-acc_stderr,ta-acc_norm,ta-acc_norm_stderr,te-acc,te-acc_stderr,te-acc_norm,te-acc_norm_stderr,uk-acc,uk-acc_stderr,uk-acc_norm,uk-acc_norm_stderr,vi-acc,vi-acc_stderr,vi-acc_norm,vi-acc_norm_stderr,zh-acc,zh-acc_stderr,zh-acc_norm,zh-acc_norm_stderr
Gemma 7B,38.682718064727595,39.777587681779295,1.4321116361349042,44.140290846877676,1.4529327358123763,27.03165098374679,1.2995174761337531,33.0196749358426,1.3760638974726853,46.82675814751286,1.4619437164842897,47.59862778730704,1.4632063714337682,46.01542416452442,1.4596115332404613,49.61439588688946,1.4642249864226669,47.30538922155689,1.460888226937072,49.786142001710864,1.4630009576270193,49.743589743589745,1.4623692220064288,54.871794871794876,1.4554301186903733,28.822495606326886,1.3432502711015628,32.60105448154657,1.3901515311461077,49.443969204448244,1.4629238730540182,52.951240376390075,1.4604635981218388,27.155172413793103,1.306423320277828,28.36206896551724,1.3240328296667598,34.50342465753425,1.3915697191796998,36.38698630136986,1.4083500096995805,43.028229255774164,1.448722397910371,45.08126603934987,1.4559179118156067,39.98287671232877,1.4339670709068848,44.60616438356164,1.4550996330233692,21.545454545454547,1.240189469724105,28.000000000000004,1.3543983551594379,45.72649572649573,1.457037187691782,48.29059829059829,1.4615335658955688,47.81864841745082,1.4616213861436886,52.78015397775877,1.4607509866796533,25.087108013937282,1.2800350818300226,27.700348432055748,1.3213838944992262,24.080560420315237,1.2658054742241713,28.283712784588445,1.3333196693062477,29.43722943722944,1.3416318947683246,31.255411255411254,1.3645170401487776,27.887082976903336,1.3121595777472979,28.91360136869119,1.3265478787531884,46.19332763045338,1.4587681416131248,49.957228400342174,1.463013804660994,48.547008547008545,1.461770846752437,52.649572649572654,1.4603337457855616,46.101113967437875,1.4598099830837648,50.04284490145673,1.4642679940561294,44.31137724550898,1.453514744435701,48.07527801539778,1.4619299747585583,43.798118049615056,1.451716231691793,46.706586826347305,1.4598371524597333,42.60051325919589,1.4469049383637946,46.706586826347305,1.459837152459733,45.836909871244636,1.4604372199277877,50.128755364806864,1.465521095311884,25.13134851138354,1.284147999700138,27.057793345008758,1.3152030710660865,23.42105263157895,1.254862205317492,29.035087719298247,1.3449977081756685,45.08126603934987,1.4559179118156087,47.73310521813516,1.4615099353534886,41.28205128205128,1.4399878130576933,43.76068376068376,1.450957895116538,45.64102564102564,1.4568205835336105,48.888888888888886,1.4620273232778183
Gemma 2 9B,44.15340684987155,45.5945252352438,1.4573243779436658,49.443969204448244,1.4629238730540184,30.710008554319934,1.349751445290216,36.69803250641574,1.410290477219739,53.43053173241853,1.461444829225311,54.71698113207547,1.4583635043189023,52.52784918594687,1.4623959928398318,56.12682090831191,1.4532338297544947,54.06330196749358,1.4581753402377686,57.74165953806673,1.4453713047375698,58.71794871794872,1.439987813057693,62.56410256410256,1.4154661190814406,30.579964850615116,1.3664088720532772,34.00702987697715,1.4049244046568663,58.51154833190761,1.4416604608618255,61.59110350727117,1.423159205024392,31.551724137931036,1.3650579439853365,31.120689655172413,1.3599635967136192,39.38356164383562,1.43026751191453,42.38013698630137,1.4465447078534064,48.33190761334474,1.4621999363730809,51.92472198460223,1.4619299747585581,47.6027397260274,1.4619577978014764,52.48287671232876,1.4618353441694585,22.818181818181817,1.265899343074962,28.454545454545453,1.3610309573984734,53.24786324786325,1.45929995530661,58.2905982905983,1.4421451740900864,57.14285714285714,1.4480086679988946,61.3344739093242,1.4249278103556844,26.65505226480836,1.3055489564945322,30.57491289198606,1.360376502722549,24.956217162872154,1.2811616049606096,29.859894921190893,1.3548291163949422,31.341991341991342,1.365544917901146,33.67965367965368,1.3912471793409809,29.769033361847736,1.3379049729005184,31.565440547476477,1.359947816343534,53.97775876817793,1.4583772634166043,56.80068434559452,1.4494184864971342,59.14529914529915,1.437718556612006,62.73504273504273,1.4141587247061966,53.72750642673522,1.4601938638174714,57.49785775492716,1.447711309356072,51.75363558597091,1.4621142396734366,55.60307955517536,1.4537991971847126,48.24636441402909,1.4621142396734355,51.58254918733961,1.4622813435858928,47.73310521813516,1.4615099353534884,50.81266039349872,1.4628210873046175,54.077253218884124,1.4606452483062242,58.283261802575105,1.4452753854491625,25.91943957968476,1.2972453150426566,29.334500875656744,1.3478769445382146,23.94736842105263,1.2645155050536854,28.596491228070175,1.3389189525841667,50.556030795551756,1.4629238730540168,54.49101796407185,1.4571008104992342,49.82905982905983,1.462379905053704,50.085470085470085,1.4623863148445846,52.90598290598291,1.4599164650716387,58.03418803418804,1.4433860907152345
Qwen 1.5 7B,28.926261257942304,28.656971770744228,1.3230294037120447,33.361847733105215,1.3796378474151156,20.53036783575706,1.1818913259067525,25.57741659538067,1.27661307436811,34.39108061749571,1.3916864243119533,37.99313893653517,1.4220324231053274,29.391602399314483,1.3341066059210827,32.819194515852615,1.3751095147143402,33.875106928999145,1.3848457654369377,38.75106928999145,1.4255080678869596,40.085470085470085,1.4333502054419356,42.56410256410256,1.4461261870771167,22.319859402460455,1.234867885747724,23.72583479789104,1.2615929408494986,38.92215568862276,1.4266547006095371,43.199315654405474,1.449418486497135,22.413793103448278,1.2249213984258358,23.362068965517242,1.2428989430945792,22.602739726027394,1.224356546982541,26.113013698630137,1.285810733358815,28.314798973481608,1.3182569621225306,32.93413173652694,1.3751575689336037,23.8013698630137,1.2466344680595236,29.96575342465753,1.3410111943127079,20.545454545454543,1.2187605960216328,25.90909090909091,1.3216294362849637,32.136752136752136,1.3658753153395775,38.11965811965812,1.420507709573084,37.553464499572286,1.4169605452076475,41.40290846877674,1.4412258199339592,20.818815331010455,1.1988291517395089,23.86759581881533,1.2586570151854364,23.029772329246935,1.2464170628818654,25.83187390542907,1.2958173396088413,23.29004329004329,1.2442513261784787,25.887445887445885,1.2893997683851088,21.55688622754491,1.2032309809849662,23.267750213857997,1.236359416730608,33.78956372968349,1.3839904571755928,36.69803250641574,1.4102904772197393,37.00854700854701,1.4121621753736042,42.64957264957265,1.446499925342959,32.13367609254499,1.3675968550101045,36.58954584404456,1.4106187951962972,31.907613344739094,1.3638764083011032,35.92814371257485,1.4038788184303506,27.71599657827203,1.3096791903989589,30.538922155688624,1.3476471280702351,28.91360136869119,1.3265478787531895,31.822070145423435,1.3629022173069192,32.27467811158798,1.370345280928249,38.28326180257511,1.4247197970166576,22.942206654991242,1.2447526387702448,24.25569176882662,1.268933935889969,21.49122807017544,1.2171044392432606,24.561403508771928,1.275444390030445,31.565440547476477,1.359947816343534,31.993156544054745,1.3648453136149976,31.28205128205128,1.3560492090917613,34.44444444444444,1.389815297917348,41.452991452991455,1.4408641561899975,46.837606837606835,1.4594605298037835
Qwen 2 7B,33.82038385802917,35.24379811804961,1.3978501429969667,36.954662104362704,1.4123413837443282,24.379811804961506,1.2563557448341425,30.196749358426008,1.3433726418301335,36.44939965694683,1.4100744905726832,41.680960548885075,1.444478486050116,34.36161096829478,1.3908056294389572,38.988860325621246,1.4283201528000695,41.91616766467065,1.4437666131328848,46.535500427715995,1.4594980731782445,48.717948717948715,1.46190763983215,52.56410256410257,1.4604642552710856,24.165202108963094,1.2695483646044181,26.537785588752193,1.3094355148552834,46.706586826347305,1.4598371524597331,52.69461077844312,1.4608882269370718,24.568965517241377,1.2645230474967142,24.39655172413793,1.2615175805461414,28.5958904109589,1.3227506631241814,30.82191780821918,1.3516948526478327,32.76304533789563,1.373329431607594,37.8956372968349,1.4194962217588003,25.0,1.2675503164084845,30.65068493150685,1.3496021205480067,20.636363636363637,1.220755020589682,26.545454545454543,1.3320041402304825,40.85470085470085,1.4377185566120063,44.871794871794876,1.4546763952934734,44.6535500427716,1.454626379810797,49.35842600513259,1.46289389462313,22.125435540069684,1.225637444656745,27.35191637630662,1.316207170200019,23.73029772329247,1.259461211645649,26.53239929947461,1.307053512534254,26.406926406926406,1.297700565515731,28.3982683982684,1.3274090920208002,23.781009409751924,1.2457339987221743,25.91958939264328,1.2821662109963676,41.74508126603935,1.442937546914037,44.56800684345594,1.4543550123713425,49.31623931623932,1.4622517033353335,50.68376068376068,1.4622517033353335,36.67523564695801,1.4113150488758526,41.645244215938305,1.4436820586996364,44.05474764756202,1.4526351746881596,47.98973481608212,1.4618314049208825,33.27630453378956,1.378752044532534,36.09923011120616,1.4053373664144786,33.361847733105215,1.3796378474151159,35.58597091531223,1.400903501739671,37.596566523605155,1.4197172041852864,43.09012875536481,1.451463794669325,22.76707530647986,1.2414008557654028,25.91943957968476,1.2972453150426566,20.87719298245614,1.2042732340780637,25.964912280701753,1.2991232804916473,34.73053892215569,1.3931226499492357,38.8366124893071,1.4260836961037482,40.17094017094017,1.4338536679912435,42.9059829059829,1.447594660344696,48.8034188034188,1.4619696199825536,52.478632478632484,1.4605904746627942
Qwen 2.5 7B,35.3011267077072,39.43541488451668,1.4299839367505056,40.975192472198465,1.4389853401438975,24.294268605645854,1.2548588352773895,29.34131736526946,1.3322973103306577,41.76672384219554,1.4449002115058855,45.368782161234996,1.4585994285570767,36.50385604113111,1.4099177312111044,40.531276778063415,1.437772505469487,44.05474764756202,1.4526351746881587,49.615055603079554,1.462970980775708,50.76923076923077,1.462215377471567,54.871794871794876,1.455430118690374,23.72583479789104,1.2615929408494977,28.031634446397184,1.3320324287703253,50.898203592814376,1.462778257777394,54.49101796407185,1.4571008104992345,23.79310344827586,1.2507801096784434,24.051724137931036,1.255423773980067,29.10958904109589,1.3297694647757514,32.27739726027397,1.3686129532146154,34.302822925577416,1.389046753522381,39.00769888793841,1.427221086953962,25.85616438356164,1.28169339627777,31.25,1.3568315516189633,19.727272727272727,1.2003798244320978,27.27272727272727,1.343427052736328,43.93162393162393,1.451577947900306,49.65811965811966,1.462354265609161,49.101796407185624,1.4627782577773945,52.266894781864835,1.4615099353534882,22.21254355400697,1.227360727005445,26.56794425087108,1.3041877299765987,22.76707530647986,1.2414008557654024,28.19614711033275,1.3320665905079783,24.502164502164504,1.2660958101404494,27.705627705627705,1.3174475624185844,23.952095808383234,1.2488030869680085,25.748502994011975,1.2794024494042349,42.51497005988024,1.4465281791038058,45.68006843455945,1.4575436127048198,50.427350427350426,1.4623350357307396,55.72649572649573,1.4527656426864146,38.73179091688089,1.4265996300079513,42.330762639245926,1.4469411748769923,46.27887082976903,1.4589571001051869,50.556030795551756,1.4629238730540162,34.13173652694611,1.3873814321639082,39.606501283147985,1.4310569378141718,34.388366124893075,1.3898719044374328,38.8366124893071,1.4260836961037482,40.42918454935622,1.4384268240640696,43.51931330472103,1.4531636006091713,24.080560420315237,1.2658054742241718,25.83187390542907,1.2958173396088413,22.017543859649123,1.227781337812095,25.526315789473685,1.291914064518062,37.12574850299401,1.4136848432206828,41.06073567151412,1.4394424200139146,43.162393162393165,1.4486497452664382,46.75213675213675,1.4592999553066113,50.34188034188034,1.4623542656091595,57.008547008547005,1.4479507565357417
Marco-LLM GLO 7B,36.340791665955166,40.975192472198465,1.4389853401438975,43.712574850299404,1.4514011549150696,25.57741659538067,1.2766130743681112,32.0786997433704,1.3658089444975747,39.02229845626072,1.4291538565757311,43.138936535162955,1.4510395291425728,37.36075407026564,1.4167127480800945,40.616966580976865,1.438254219727468,46.364414029084685,1.4591417404438665,51.75363558597091,1.4621142396734348,51.36752136752136,1.4618413822826715,53.76068376068376,1.458246148157452,23.28646748681898,1.253451586657547,27.416520210896312,1.3229542513966897,50.29940119760479,1.4629881104802596,53.55004277159966,1.4593220642682305,25.17241379310345,1.2748279631990254,23.53448275862069,1.2460728290837417,28.68150684931507,1.3239349083817329,32.79109589041096,1.3742189865226941,34.73053892215569,1.3931226499492357,38.40889649272883,1.4231592050243926,31.67808219178082,1.3618335741411292,35.44520547945205,1.4002564205326857,23.0,1.2694349011086903,27.090909090909093,1.3406141061946029,45.12820512820513,1.4554301186903724,50.427350427350426,1.462335035730738,47.64756201881951,1.4613941889981652,51.24037639007699,1.4625640913280529,23.34494773519164,1.249065278682453,28.310104529616726,1.3302032392792054,23.204903677758317,1.2497231290501607,28.108581436077056,1.330807282117769,26.666666666666668,1.3017637533870074,28.484848484848484,1.328627031163252,25.66295979469632,1.2780109740125127,27.887082976903336,1.3121595777472976,45.25235243798118,1.4564040919200127,47.30538922155689,1.4608882269370742,51.45299145299145,1.4617708467524364,55.81196581196581,1.4524752635673517,41.4738646101114,1.4428224838221477,45.3299057412168,1.457867465457282,47.21984602224123,1.460750986679653,49.871685201026516,1.463009522328876,36.27031650983747,1.4067765882432826,38.66552609067579,1.424927810355684,36.0136869118905,1.4046105119359265,39.43541488451668,1.4299839367505052,38.4549356223176,1.4259233122923634,44.12017167381974,1.4553573322905196,23.642732049036777,1.2578567899049016,24.34325744308231,1.2704873437363409,22.105263157894736,1.229532576591827,25.17543859649123,1.2860230436368965,43.541488451668094,1.4507578406269126,45.76561163387511,1.457758516737448,43.76068376068376,1.450957895116538,45.98290598290598,1.4576610850557974,48.205128205128204,1.461445911872082,54.95726495726496,1.4551832152786346
EMMA-500 Llama 3 8B Mono,33.22202333605714,34.217279726261765,1.3882165990917794,38.92215568862276,1.4266547006095376,24.978614200171087,1.2666460987990569,29.426860564585116,1.3334301264787745,40.13722126929674,1.4361146904207378,42.53859348198971,1.4484940863738678,37.703513281919456,1.4192974170837818,43.44473007712082,1.4516296030642397,37.382378100940976,1.4156644507074776,43.627031650983746,1.4510816921925733,38.88888888888889,1.425822953542049,43.504273504273506,1.449994996390502,25.746924428822492,1.29670047594211,30.14059753954306,1.3608433329670613,40.547476475620186,1.436632346552816,45.76561163387511,1.4577585167374476,25.862068965517242,1.2862048585667147,28.620689655172416,1.3276527612066098,30.65068493150685,1.349602120548006,34.67465753424658,1.3931937252397677,38.92215568862276,1.4266547006095374,42.94268605645851,1.448367739735106,32.27739726027397,1.3686129532146152,39.21232876712329,1.4291691815841412,21.818181818181817,1.2458429963604867,27.545454545454547,1.347593611851215,38.63247863247864,1.4240929032392629,42.56410256410256,1.446126187077117,41.48845166809239,1.4416604608618249,45.42343883661249,1.4568729083768728,24.21602787456446,1.2649065086130242,28.222996515679444,1.3289618498266156,22.76707530647986,1.2414008557654022,27.23292469352014,1.317867598101328,27.445887445887447,1.3136109252065031,28.83116883116883,1.3334389502691664,26.43284858853721,1.2903054533598464,28.74251497005988,1.3242079986931785,37.72455089820359,1.4182377852598376,41.57399486740804,1.4420906263396442,41.11111111111111,1.4390935669869465,44.35897435897436,1.4530516631461754,37.617823479006,1.418658349773334,43.18766066838046,1.4506141222802538,36.27031650983747,1.4067765882432832,41.14627887082977,1.4398950037131903,34.55945252352438,1.3915072312713326,39.69204448246364,1.4315865722726633,37.382378100940976,1.4156644507074774,40.804106073567155,1.4380576747005824,40.60085836909872,1.4393990180500418,44.377682403433475,1.4562312915906206,23.380035026269702,1.2529990192849199,26.35726795096322,1.3042844591075358,22.45614035087719,1.236458093815014,27.368421052631582,1.3210697617821783,37.46792130025663,1.416314857981058,40.290846877673225,1.4351663146567206,36.23931623931624,1.4059155185144376,39.23076923076923,1.428065166088814,34.957264957264954,1.3946359792024303,40.256410256410255,1.4343525971288213
EMMA-500 Llama 3 8B Bi,34.84088472772861,34.473909324208726,1.3906920607432558,38.57998289136014,1.4243429178521558,26.17621899059025,1.2862641889254482,30.795551753635586,1.3507954174822514,40.39451114922813,1.4376108530313152,43.4819897084048,1.452396433732841,39.67437874892888,1.4327047271316329,45.501285347043705,1.458329587457136,39.09324208725407,1.427782860632913,42.94268605645851,1.4483677397351058,42.9059829059829,1.447594660344696,47.863247863247864,1.4610524729617735,27.3286467486819,1.3216317243888758,32.073813708260104,1.3842472990409795,43.028229255774164,1.4487223979103698,47.13430282292558,1.4606094441582145,27.068965517241377,1.305119559397963,29.74137931034483,1.3427298529265606,31.335616438356162,1.3578426820346112,35.35958904109589,1.3994913897262968,41.14627887082977,1.439895003713193,43.883661248930714,1.4520269253779021,36.81506849315068,1.411835630217653,42.89383561643836,1.448783559646677,21.727272727272727,1.2439673875523738,27.454545454545453,1.3462117777098852,39.572649572649574,1.4302339573835623,45.8974358974359,1.45745743658475,42.34388366124893,1.4457613658173296,46.706586826347305,1.4598371524597336,26.04529616724739,1.2958831481426312,30.052264808362366,1.353766376006526,24.430823117338004,1.2720335715447193,28.371278458844134,1.3345665360602803,27.0995670995671,1.308408406768258,30.38961038961039,1.3539315046740577,26.43284858853721,1.2903054533598468,28.656971770744228,1.3230294037120438,40.88964927288281,1.4385237598173264,43.627031650983746,1.4510816921925729,42.9059829059829,1.4475946603446963,46.23931623931624,1.4582461481574513,40.1885175664096,1.4358001732872718,44.044558697514994,1.4538447043739722,38.66552609067579,1.424927810355684,42.42942686056458,1.4461469894231072,37.63900769888794,1.4176015188369366,41.57399486740804,1.4420906263396438,39.34987168520102,1.429440559837371,44.31137724550898,1.4535147444357006,41.37339055793991,1.443548751473795,44.72103004291845,1.457334948242127,23.73029772329247,1.259461211645649,26.26970227670753,1.3028899886377463,23.07017543859649,1.2482769684234511,26.49122807017544,1.3075513920980697,39.09324208725407,1.4277828606329126,40.804106073567155,1.4380576747005829,38.034188034188034,1.4198938935522059,41.28205128205128,1.4399878130576922,38.034188034188034,1.4198938935522067,42.22222222222222,1.4445870094078044
EMMA-500 Llama 3.1 8B Mono,33.996055936892134,34.64499572284004,1.392317424778853,39.00769888793841,1.4272210869539625,25.57741659538067,1.2766130743681112,30.11120615911035,1.3422902247889155,40.13722126929674,1.4361146904207378,45.1114922813036,1.4578785493386137,37.703513281919456,1.4192974170837815,43.10197086546701,1.450266786262854,38.40889649272883,1.4231592050243926,44.22583404619333,1.4532259248463393,41.452991452991455,1.4408641561899975,45.8974358974359,1.45745743658475,27.240773286467483,1.3203027288724651,31.72231985940246,1.3801987061630931,41.48845166809239,1.4416604608618255,46.96321642429427,1.46031344728118,26.551724137931032,1.297165676111744,29.051724137931036,1.333567985019936,31.07876712328767,1.3547931180898798,34.50342465753425,1.391569719179698,40.461933276304535,1.43614819797727,43.370402053036784,1.4500969591642432,34.07534246575342,1.38742216327278,38.61301369863014,1.4251795367807658,21.363636363636363,1.2363756793387513,27.27272727272727,1.343427052736328,39.914529914529915,1.432329660943223,45.8974358974359,1.45745743658475,42.34388366124893,1.4457613658173298,45.16680923866553,1.456163173396195,25.261324041811843,1.2829775170905695,28.9198606271777,1.3387223814766287,22.942206654991242,1.2447526387702448,27.845884413309985,1.3269918016014968,27.878787878787882,1.3199745199632076,29.61038961038961,1.3439200622014094,25.91958939264328,1.2821662109963676,27.2027373823781,1.3020942092436634,38.57998289136014,1.424342917852156,41.23182207014543,1.4403430954801189,43.24786324786325,1.4489926441754757,46.837606837606835,1.459460529803783,39.24592973436161,1.4299989722560273,42.9305912596401,1.4495588315856238,36.52694610778443,1.4088993137853634,41.14627887082977,1.4398950037131903,35.92814371257485,1.4038788184303506,41.14627887082977,1.439895003713191,38.49443969204448,1.4237533846641057,41.48845166809239,1.4416604608618249,40.42918454935622,1.438426824064069,43.00429184549356,1.451110508335907,23.117338003502628,1.2480738828940319,25.13134851138354,1.284147999700138,22.719298245614038,1.241569750332787,26.57894736842105,1.3089327373856325,36.869118905047046,1.4116625174147654,40.119760479041915,1.4341662853667234,37.60683760683761,1.4167546638353876,38.80341880341881,1.4252508879762065,36.666666666666664,1.4094336394836011,40.51282051282051,1.43582223111543
EMMA-500 Llama 3.1 8B Bi,34.58649990828838,35.58597091531223,1.4009035017396712,40.376390076988876,1.4356595222200854,26.34730538922156,1.2889646336321776,32.0786997433704,1.365808944497575,40.56603773584906,1.4385854867104306,43.739279588336196,1.4533676683263783,39.33161953727507,1.430549336815123,45.24421593830334,1.4576298691021976,39.00769888793841,1.427221086953961,44.48246364414029,1.454079285656082,41.36752136752136,1.4404282204332601,46.324786324786324,1.4584325475224507,26.36203866432337,1.3066526159744747,30.84358523725835,1.369677842007509,40.633019674935845,1.4371119725222024,46.02224123182207,1.4583772634166032,28.01724137931034,1.3191227519477478,29.913793103448278,1.3449628945325967,32.10616438356164,1.3667023989304956,35.61643835616438,1.401771786925522,39.86313088109495,1.4326321344263269,43.028229255774164,1.4487223979103705,37.67123287671233,1.4184491033520163,41.78082191780822,1.443730384162347,22.09090909090909,1.2514169020066441,27.545454545454547,1.3475936118512157,40.85470085470085,1.4377185566120063,43.76068376068376,1.450957895116538,42.7715996578272,1.44764517941752,48.4174508126604,1.462281343585892,25.348432055749132,1.284438481451298,28.83275261324042,1.337523521313824,23.642732049036777,1.2578567899049016,28.633975481611206,1.3382700372571297,27.532467532467532,1.3148959882754938,30.043290043290042,1.3495392781148716,26.689478186484173,1.2942905355426204,28.058169375534646,1.3146162224654283,39.26432848588537,1.428892591711543,42.08725406330196,1.4445778557368834,43.333333333333336,1.4493311502881336,48.376068376068375,1.461616939234766,39.24592973436161,1.4299989722560267,43.44473007712082,1.4516296030642402,36.954662104362704,1.4123413837443284,41.14627887082977,1.4398950037131906,37.211291702309666,1.4143494499252762,41.91616766467065,1.4437666131328846,37.81009409751925,1.418869350808931,43.370402053036784,1.4500969591642425,41.97424892703863,1.4465230619755727,44.63519313304721,1.457065628859725,24.080560420315237,1.2658054742241716,26.53239929947461,1.3070535125342533,22.894736842105264,1.244938729409434,25.0,1.2830357985667673,38.92215568862276,1.4266547006095376,41.14627887082977,1.4398950037131915,37.0940170940171,1.4128324283809204,41.02564102564102,1.4386397199429688,37.60683760683761,1.4167546638353885,41.623931623931625,1.4417226290304823
